customer_id,age,region,digital_score,risk_appetite_proxy,has_isa,has_sipp,has_gia,aum,cash_ratio,cash_balance,contribution_18m,active_days_6m,cluster,segment
C000392,46,Wales,0.4980880789027165,0.6912475730860995,0,1,0,43603.96,0.1745349940080374,7610.42,4977.65,55.0,0,High-value engaged investors
C000393,43,London,0.1782770943101105,0.5448479773893639,1,0,1,75237.01,0.4218857783494765,31741.43,1332.44,32.0,1,Cash-heavy cautious investors
C000394,66,Scotland,0.7518524614478935,0.9051520222591507,1,0,1,60712.27,0.2254827776638208,13689.57,19774.53,50.0,3,Emerging monthly investors
C000395,67,North West,0.84596367145061,0.7824801454579494,1,0,0,15785.52,0.3167509564464424,5000.08,7677.54,42.0,3,Emerging monthly investors
C000396,66,South East,0.17698465265982236,0.4072304983801368,1,0,0,11299.94,0.43154385604078677,4876.42,5854.52,16.0,1,Cash-heavy cautious investors
C000397,51,North West,0.48762968879798396,0.5494818945289835,1,0,0,64786.61,0.10947961831961762,7092.81,4426.11,40.0,3,Emerging monthly investors
C000398,29,South East,0.3660255857193868,0.4199624319125774,0,0,1,24450.45,0.4550056991481587,11125.09,3668.85,16.0,1,Cash-heavy cautious investors
C000399,61,North West,0.4444911400217968,0.5121137427841892,1,0,0,14348.56,0.09689851338134595,1390.35,2772.75,32.0,4,Low-engagement or dormant investors
C000400,71,London,0.4494791710784455,0.36780826633867636,1,1,0,70136.16,0.3461433325938301,24277.16,6720.93,39.0,0,High-value engaged investors
C000401,65,South East,0.17761100257471188,0.29962433297228463,1,1,0,56545.76,0.30035645543453043,16983.89,3598.8,20.0,2,Pension builders approaching retirement
C000402,46,North West,0.8087723499263075,0.8695076064366537,1,0,0,20548.88,0.11928426704286212,2451.16,3014.06,49.0,3,Emerging monthly investors
C000403,44,Yorkshire,0.7452100069179487,0.32049354594314095,1,0,0,436096.51,0.5276217817510049,230094.02,3748.55,40.0,1,Cash-heavy cautious investors
C000404,35,Scotland,0.6918486570813901,0.11982639766141427,0,0,1,65847.2,0.3664664407356905,24130.79,5920.12,31.0,1,Cash-heavy cautious investors
C000405,45,East Midlands,0.8265225210674442,0.28974043308317704,1,0,0,15724.95,0.261034687334626,4104.76,5654.88,50.0,3,Emerging monthly investors
C000406,28,North West,0.43173401750459206,0.30658983094659165,1,0,0,71163.95,0.03481697092816846,2477.71,2347.71,28.0,4,Low-engagement or dormant investors
C000407,39,Scotland,0.5670863075327629,0.4789692234764509,0,0,0,28340.91,0.07806754515809065,2212.5,2958.36,25.0,4,Low-engagement or dormant investors
C000408,72,London,0.5907294567035054,0.6693807385686773,0,1,0,581301.07,0.48603350931051725,282531.8,796.22,50.0,0,High-value engaged investors
C000409,43,Scotland,0.2977422587394804,0.886043221552904,1,0,0,21434.68,0.26785868508398153,5741.46,1166.48,21.0,4,Low-engagement or dormant investors
C000410,31,South East,0.668928940445408,0.4856760406935212,1,0,0,79793.76,0.1849126723301203,14754.88,3317.12,60.0,3,Emerging monthly investors
C000411,61,North West,0.5431421703209166,0.2916821386033763,1,0,0,42334.36,0.07849784788250265,3323.16,9345.24,34.0,3,Emerging monthly investors
C000412,60,Yorkshire,0.449549177062963,0.4746517627599188,1,1,0,40392.59,0.21670125406169086,8753.12,4606.68,50.0,0,High-value engaged investors
C000413,68,Yorkshire,0.29419707981177784,0.22539808200265118,0,1,0,83238.39,0.2476856224315408,20616.95,1660.05,37.0,2,Pension builders approaching retirement
C000414,63,East Midlands,0.6029404119560305,0.27963631562992214,0,1,1,94582.49,0.3696372738334861,34961.21,3868.86,42.0,0,High-value engaged investors
C000415,36,London,0.8056730306048825,0.3216241535776167,1,0,0,239375.47,0.18684790480785995,44726.81,13271.21,47.0,3,Emerging monthly investors
C000416,59,Scotland,0.645834631185019,0.37561797014931225,1,0,0,60844.81,0.45705837625791096,27809.63,1218.59,36.0,1,Cash-heavy cautious investors
C000417,56,London,0.2559495335017813,0.348309152733293,1,1,0,10581.69,0.19841715472060129,2099.59,4646.28,24.0,2,Pension builders approaching retirement
C000418,38,Wales,0.9505299989623728,0.2510806779553129,0,0,0,46687.36,0.07975879565995478,3723.73,6855.15,58.0,3,Emerging monthly investors
C000419,67,East Midlands,0.19981109199987804,0.18069295238941446,1,0,0,76463.73,0.2966854775526822,22685.68,2269.7,33.0,4,Low-engagement or dormant investors
C000420,43,South East,0.27967660937013805,0.6252658367855872,0,1,0,133451.97,0.14655203828297989,19557.66,2294.71,35.0,2,Pension builders approaching retirement
C000421,41,London,0.5794635560032543,0.29783312696716274,0,0,0,13196.19,0.11677351942595222,1540.97,3034.24,50.0,3,Emerging monthly investors
C000422,33,London,0.4770977524955939,0.22690116520550166,1,1,0,169553.41,0.1999295145992721,33898.73,5336.27,32.0,2,Pension builders approaching retirement
C000423,45,South East,0.6617895963379491,0.6068964841703238,0,0,0,25297.94,0.35686134039217327,9027.86,3149.4,49.0,3,Emerging monthly investors
C000424,26,Wales,0.5774094709578057,0.14952915147132217,0,0,0,13781.96,0.18995105415842606,2617.9,4136.19,45.0,3,Emerging monthly investors
C000425,63,Yorkshire,0.7937207463021759,0.7518894209061355,1,1,0,31588.81,0.33392924036028787,10548.43,3173.62,50.0,0,High-value engaged investors
C000426,51,East Midlands,0.2542276424472955,0.45056932740105765,1,0,1,125879.08,0.18649080977221286,23475.29,3395.39,22.0,4,Low-engagement or dormant investors
C000427,64,Yorkshire,0.09120434078535399,0.10418050605725412,0,1,1,71600.36,0.2018762307423475,14454.41,2541.3,25.0,2,Pension builders approaching retirement
C000428,46,East Midlands,0.11832311603263708,0.40041708492154093,1,1,1,168764.86,0.19686709919681014,33224.25,2478.43,23.0,2,Pension builders approaching retirement
C000429,60,North West,0.30585951143973267,0.6927092726345472,1,1,0,250420.47,0.11917193686577425,29843.09,2782.21,26.0,2,Pension builders approaching retirement
C000430,62,South East,0.5293114523657664,0.5638712735216153,1,0,0,51517.45,0.4580965918118316,23599.97,1250.43,48.0,1,Cash-heavy cautious investors
C000431,61,Wales,0.8987598710618455,0.17127024928998033,1,1,0,21124.39,0.17702746735728644,3739.6,8475.82,45.0,0,High-value engaged investors
C000432,29,Yorkshire,0.6713766327374469,0.27463280497183384,1,1,1,32740.72,0.4025234631265046,13178.91,10721.03,51.0,0,High-value engaged investors
C000433,66,London,0.44204818301447535,0.2798756210083984,1,0,0,64381.53,0.5085568481991201,32741.67,1818.83,32.0,1,Cash-heavy cautious investors
C000434,52,South East,0.19621470436107769,0.7071097781966532,1,1,1,127694.06,0.14003795987295178,17882.02,679.78,24.0,2,Pension builders approaching retirement
C000435,41,Scotland,0.27958727547183915,0.5612376886280716,1,1,0,68955.13,0.12266537548959838,8458.41,2585.92,16.0,2,Pension builders approaching retirement
C000436,71,North West,0.3957517770387894,0.1500540637315258,0,1,1,43144.0,0.15117742436342377,6522.4,3492.62,36.0,2,Pension builders approaching retirement
C000437,41,Scotland,0.30839777937540647,0.8726638085879129,1,0,1,90723.69,0.29298131272830086,26580.35,1515.69,33.0,4,Low-engagement or dormant investors
C000438,56,East Midlands,0.1513394238275862,0.45869484531136673,1,0,0,79720.14,0.1655437905684768,13197.17,2834.39,13.0,4,Low-engagement or dormant investors
C000439,35,Wales,0.3031740090253187,0.40199014963926655,1,0,0,63579.38,0.1355110275326626,8615.71,1561.77,43.0,4,Low-engagement or dormant investors
C000440,24,South East,0.28204005788538167,0.5798578635953386,1,0,0,21541.19,0.11369516562253963,2449.13,1461.77,26.0,4,Low-engagement or dormant investors
C000441,69,North West,0.2813198943585331,0.49509845179395634,1,1,1,62759.91,0.3652452857388926,22922.76,15688.99,15.0,2,Pension builders approaching retirement
C000442,57,Wales,0.3389298109655344,0.7119256398821291,1,1,0,63853.1,0.6631318823413832,42343.02,5425.45,26.0,1,Cash-heavy cautious investors
C000443,45,North West,0.6999499153047236,0.8822478975886954,0,0,1,59826.37,0.02,1196.53,2789.06,54.0,3,Emerging monthly investors
C000444,44,Yorkshire,0.9715682653761589,0.27289664811232006,1,0,1,102418.49,0.508322199350177,52061.59,1183.51,54.0,1,Cash-heavy cautious investors
C000445,33,South East,0.523593651975023,0.7559891221689105,1,1,0,29076.52,0.4664599960091936,13563.03,3510.92,60.0,0,High-value engaged investors
C000446,48,South East,0.7253466245055422,0.6162419403383296,1,0,0,29444.06,0.18919575302167105,5570.69,6833.82,41.0,3,Emerging monthly investors
C000447,68,Yorkshire,0.2690782659493964,0.6312278362319865,1,1,0,203461.27,0.39116585356113986,79587.1,837.88,34.0,2,Pension builders approaching retirement
C000448,29,North West,0.5741167904358794,0.94041965913312,1,0,0,42406.08,0.18164849615346834,7703.0,6208.47,32.0,3,Emerging monthly investors
C000449,32,South East,0.5271511260382591,0.6730526729446927,0,0,0,36589.51,0.2512553578013241,9193.31,1019.97,42.0,4,Low-engagement or dormant investors
C000450,73,East Midlands,0.734892928084616,0.3173534279600357,1,0,1,33965.48,0.1337795831009026,4543.89,2843.22,30.0,4,Low-engagement or dormant investors
C000451,52,London,0.8170937575930677,0.38176835180500107,1,0,0,48449.21,0.6543920431144675,31704.77,6476.75,45.0,1,Cash-heavy cautious investors
C000452,69,Wales,0.6634907859036838,0.33723919932415536,1,0,0,29255.42,0.4493639086668665,13146.33,2941.36,25.0,1,Cash-heavy cautious investors
C000453,46,London,0.6906145891645693,0.17730475940930718,1,0,1,101968.46,0.2849793213895152,29058.9,11692.26,47.0,3,Emerging monthly investors
C000454,29,Yorkshire,0.7375390016839889,0.5734834760882249,1,0,0,4743.12,0.4214951319018564,1999.2,4789.98,48.0,3,Emerging monthly investors
C000455,49,London,0.47556417562087316,0.6142838461780381,1,0,1,60898.35,0.3620726617137052,22049.63,2905.65,40.0,1,Cash-heavy cautious investors
C000456,59,East Midlands,0.890948052201567,0.8417097846183397,1,0,1,8978.5,0.5955150420881055,5346.83,5448.84,43.0,1,Cash-heavy cautious investors
C000457,39,London,0.6495236235198849,0.6415595472458142,1,0,0,30785.47,0.15692581390588414,4831.04,4514.38,48.0,3,Emerging monthly investors
C000458,59,North West,0.492843384936929,0.15898490221666126,1,1,0,34037.39,0.4198188456650033,14289.54,2446.16,33.0,2,Pension builders approaching retirement
C000459,25,North West,0.6827710139331481,0.5754699079487267,1,0,1,73029.81,0.07884497823512843,5758.03,2212.21,41.0,3,Emerging monthly investors
C000460,39,Yorkshire,0.6053084854526948,0.5989461125639265,1,0,0,18221.91,0.40480144477572433,7376.25,1840.41,33.0,4,Low-engagement or dormant investors
C000461,44,East Midlands,0.1719856913623754,0.3206321634939773,1,0,1,22339.51,0.09562133428010555,2136.13,543.73,29.0,4,Low-engagement or dormant investors
C000462,48,Wales,0.4254356580989113,0.5138626252820312,0,0,1,18315.19,0.2542663840463219,4656.94,893.18,38.0,4,Low-engagement or dormant investors
C000463,28,South East,0.36359180303454064,0.3393326990653894,1,0,0,19033.79,0.284437530177639,5413.92,10550.93,32.0,3,Emerging monthly investors
C000464,42,Scotland,0.47752271573217614,0.6899581985888729,0,0,1,64234.43,0.1774278161951405,11396.97,1436.95,35.0,4,Low-engagement or dormant investors
C000465,55,Yorkshire,0.4558751697416654,0.24373263932366163,1,0,1,141443.28,0.356023128700961,50357.08,12037.39,37.0,3,Emerging monthly investors
C000466,67,North West,0.40201580588703467,0.7295950171100104,0,1,0,80195.08,0.07293172177937494,5848.77,538.64,41.0,2,Pension builders approaching retirement
C000467,46,East Midlands,0.2923460377666158,0.30853430029185175,1,0,0,19828.67,0.22366212414959136,4434.92,6636.72,18.0,4,Low-engagement or dormant investors
C000468,26,London,0.8649016854258256,0.09230539716980049,1,0,0,41471.33,0.26380190067492054,10940.21,5957.4,41.0,3,Emerging monthly investors
C000469,70,Yorkshire,0.7708577284830052,0.06702683416396772,1,1,0,30246.71,0.22926443299681426,6934.5,10796.87,34.0,0,High-value engaged investors
C000470,53,East Midlands,0.405847360321346,0.2333801211545906,1,1,1,158179.46,0.08445903715622383,13359.68,5139.82,21.0,2,Pension builders approaching retirement
C000471,48,Wales,0.3281457090567993,0.40430317768334745,1,0,0,31630.54,0.14664139950885122,4638.35,467.52,32.0,4,Low-engagement or dormant investors
C000472,45,Wales,0.5109153313918423,0.7257706804803392,0,0,0,37611.8,0.4825523189725541,18149.66,673.77,40.0,1,Cash-heavy cautious investors
C000473,54,Wales,0.3723926865271699,0.44107297026974684,1,0,0,41905.04,0.2853181704930847,11956.27,3074.0,28.0,4,Low-engagement or dormant investors
C000474,71,North West,0.8374702114239598,0.01656683718144189,1,1,0,51224.72,0.82,42004.27,9196.34,40.0,0,High-value engaged investors
C000475,66,Wales,0.6895901183673026,0.769386013717917,1,1,0,277358.33,0.11744938594026087,32575.57,1261.4,35.0,2,Pension builders approaching retirement
C000476,39,Scotland,0.12878062669379686,0.602588354433449,1,0,0,94320.33,0.27977294776497175,26388.28,2441.35,31.0,4,Low-engagement or dormant investors
C000477,64,South East,0.5267023280999877,0.08701057431990836,1,1,0,55918.37,0.5022290538275102,28083.83,6757.7,43.0,0,High-value engaged investors
C000478,43,East Midlands,0.8904044161595366,0.3810378762944928,1,0,1,125170.79,0.23124850619107593,28945.56,3088.53,57.0,3,Emerging monthly investors
C000479,27,South East,0.7586364568320001,0.5185964043541951,1,0,1,316012.16,0.5292743383053177,167257.13,7573.96,42.0,1,Cash-heavy cautious investors
C000480,23,Scotland,0.8485870003985455,0.4571346652038021,0,0,0,69274.6,0.24862547580128883,17223.43,3316.39,47.0,3,Emerging monthly investors
C000481,41,North West,0.711910637004896,0.6340381063248758,1,0,0,36584.3,0.36323048030984906,13288.53,5428.79,38.0,3,Emerging monthly investors
C000482,68,London,0.5780802514048768,0.2867169842327826,1,1,0,158483.75,0.2349381006988691,37233.87,3137.68,44.0,0,High-value engaged investors
C000483,70,London,0.26012314777741585,0.4515213566225142,1,0,0,26206.72,0.5229695444613732,13705.32,1735.19,24.0,1,Cash-heavy cautious investors
C000484,32,East Midlands,0.4001257939260878,0.5934111793777092,1,0,1,58903.72,0.4919881709217889,28979.93,1706.91,28.0,1,Cash-heavy cautious investors
C000485,63,South East,0.5708484850588729,0.3294397894673444,0,0,1,43349.5,0.3903499249318445,16921.47,5973.63,63.0,3,Emerging monthly investors
C000486,27,Yorkshire,0.25584480980578567,0.4838491717508659,1,1,1,29562.39,0.7035816113455824,20799.56,17683.1,24.0,1,Cash-heavy cautious investors
C000487,65,Yorkshire,0.5165771610213566,0.28772204315742844,1,0,0,39220.39,0.09188930015218179,3603.93,2551.21,23.0,4,Low-engagement or dormant investors
C000488,42,East Midlands,0.6434486553041796,0.09505948351546513,0,0,0,9651.95,0.5436289524895758,5247.08,3288.89,29.0,1,Cash-heavy cautious investors
C000489,22,North West,0.32314968692490703,0.24464364590940751,1,0,0,46978.51,0.1664703715675938,7820.53,4533.57,22.0,4,Low-engagement or dormant investors
C000490,36,London,0.596369704196432,0.43548939814797744,1,0,0,11348.34,0.25499399487981034,2893.76,3423.93,33.0,4,Low-engagement or dormant investors
C000491,65,Scotland,0.2667801999133386,0.2502198481858278,0,1,0,92888.89,0.24578749072573394,22830.93,3910.9,33.0,2,Pension builders approaching retirement
C000492,48,Wales,0.5410464812128174,0.5226080633605775,0,1,0,44121.53,0.3006801492835891,13266.47,2285.16,37.0,2,Pension builders approaching retirement
C000493,47,South East,0.9893552934836142,0.14352959895935488,1,0,1,103869.18,0.2726175540210253,28316.56,6670.69,53.0,3,Emerging monthly investors
C000494,51,South East,0.17740121776984943,0.9139710246791108,1,0,1,29605.47,0.23350873358527777,6913.14,1608.03,26.0,4,Low-engagement or dormant investors
C000495,58,North West,0.7449178449222674,0.5919311880404768,1,1,1,124815.95,0.3751672488473609,46826.86,2052.22,58.0,0,High-value engaged investors
C000496,50,South East,0.547012929947428,0.628244063460423,1,0,0,67807.32,0.17280073224391956,11717.15,2427.48,42.0,3,Emerging monthly investors
C000497,22,London,0.34725305091018366,0.24427010922112743,1,0,0,33209.91,0.42312894176203647,14052.07,2233.94,41.0,1,Cash-heavy cautious investors
C000498,38,London,0.737575497759065,0.27384060994112647,1,0,1,16556.46,0.40401387053165333,6689.04,3811.27,51.0,3,Emerging monthly investors
C000499,65,Wales,0.6957683224668754,0.7965078299187178,1,0,1,32286.76,0.10599216722699087,3422.14,3967.86,51.0,3,Emerging monthly investors
C000500,53,North West,0.5182998158218198,0.7994984145342242,0,0,0,73453.48,0.3564581392364154,26183.09,1931.52,41.0,1,Cash-heavy cautious investors
C000501,64,North West,0.8792213536059722,0.43531812555030674,1,1,1,124000.91,0.40943497022915126,50770.31,16440.47,53.0,0,High-value engaged investors
C000502,42,East Midlands,0.4066902679714925,0.831516436109141,1,0,1,85118.47,0.4521408478713944,38485.54,4383.06,36.0,1,Cash-heavy cautious investors
C000503,43,London,0.772384761082644,0.7172567575007119,1,1,0,76504.97,0.10528514134179136,8054.84,8664.61,56.0,0,High-value engaged investors
C000504,30,Wales,0.7084160381669932,0.3489933536520148,1,0,1,102819.37,0.4741050989003316,48747.19,4007.95,35.0,1,Cash-heavy cautious investors
C000505,36,London,0.5053236088509605,0.6287321925516286,0,1,0,60039.19,0.18947133820387113,11375.71,7856.31,36.0,0,High-value engaged investors
C000506,68,London,0.4607790292256261,0.10983262628815955,1,1,0,42398.56,0.445611263952975,18893.27,1128.25,30.0,2,Pension builders approaching retirement
C000507,57,East Midlands,0.5982835698616953,0.12510409908184128,1,1,0,43374.08,0.17267360075422042,7489.56,8763.0,49.0,0,High-value engaged investors
C000508,52,Scotland,0.544128948147998,0.8070694201880767,1,0,1,210808.07,0.17966819605696532,37875.51,9371.3,36.0,3,Emerging monthly investors
C000509,44,Scotland,0.701374236896755,0.6849276180857558,1,0,1,100316.86,0.6466790893433666,64872.82,5142.47,62.0,1,Cash-heavy cautious investors
C000510,39,East Midlands,0.24442080794533247,0.7230568499205045,1,0,1,10702.99,0.11488469566334161,1229.61,4139.77,22.0,4,Low-engagement or dormant investors
C000511,27,Yorkshire,0.5733036684626337,0.5668356626301381,1,0,0,24729.44,0.2057360993886117,5087.74,2670.1,32.0,4,Low-engagement or dormant investors
C000512,72,Wales,0.7557983190491886,0.34496765200590884,1,1,0,157771.91,0.3185248640190279,50254.27,12255.39,47.0,0,High-value engaged investors
C000513,51,Yorkshire,0.5033926296897526,0.8419743750735985,1,0,0,33223.72,0.2945119674770383,9784.78,4953.46,43.0,3,Emerging monthly investors
C000514,43,Yorkshire,0.8249224230575991,0.5494024971499054,1,1,0,141453.67,0.39488223406451783,55857.54,3828.79,49.0,0,High-value engaged investors
C000515,50,London,0.8009357510573205,0.41881617756136286,1,0,0,55270.18,0.3403026817580876,18808.59,10069.65,47.0,3,Emerging monthly investors
C000516,60,South East,0.4212599766315606,0.33192608099239,1,0,0,32415.07,0.2566226991169655,8318.44,7386.29,25.0,3,Emerging monthly investors
C000517,31,Scotland,0.7236286861218624,0.6434836006707392,1,0,0,71750.38,0.26004742018650895,18658.5,5870.89,36.0,3,Emerging monthly investors
C000518,49,Wales,0.4992141107120869,0.7398712356212283,1,0,0,42455.26,0.4340126288634838,18426.12,3664.71,33.0,1,Cash-heavy cautious investors
C000519,32,Yorkshire,0.44734468915988485,0.33357541838164684,1,0,0,70086.17,0.5473379529521816,38360.82,8352.56,25.0,1,Cash-heavy cautious investors
C000520,71,Yorkshire,0.2358050537987052,0.6659584563869,1,1,1,43701.3,0.05528591413817656,2416.07,4470.24,18.0,2,Pension builders approaching retirement
C000521,72,Scotland,0.8503940063729254,0.6380655225440552,0,1,1,63593.21,0.04727759414815407,3006.53,1104.53,44.0,2,Pension builders approaching retirement
C000522,27,Wales,0.17843767723598836,0.4508843223986269,1,0,0,1536.13,0.10873168381540219,167.03,7754.75,20.0,4,Low-engagement or dormant investors
C000523,35,South East,0.18174635227714814,0.6382352661295317,0,0,0,62827.67,0.3867703566875484,24299.88,3096.04,32.0,1,Cash-heavy cautious investors
C000524,48,Wales,0.29143757152806554,0.3042307362528599,1,0,0,87279.88,0.538491718224694,46999.49,7122.95,12.0,1,Cash-heavy cautious investors
C000525,58,London,0.6264082068051258,0.49271253695430384,1,0,1,174990.62,0.43345754819458293,75851.01,5559.62,39.0,1,Cash-heavy cautious investors
C000526,54,London,0.7288599511637023,0.26735104469642457,0,0,0,29497.48,0.2841089528336494,8380.5,968.11,48.0,4,Low-engagement or dormant investors
C000527,50,London,0.7538275690546579,0.3801398816248458,1,1,1,53775.15,0.3296484650593694,17726.9,21142.46,31.0,0,High-value engaged investors
C000528,40,Yorkshire,0.3223334861004672,0.08068068564580684,1,0,0,24799.73,0.4591450872873925,11386.68,1996.45,26.0,1,Cash-heavy cautious investors
C000529,28,East Midlands,0.9328983410251289,0.45466319401491695,1,0,1,43775.67,0.2274334511398501,9956.05,2156.47,58.0,3,Emerging monthly investors
C000530,71,Yorkshire,0.820964349628029,0.7417483304356458,1,1,0,290605.68,0.37123219124311285,107882.18,28315.57,38.0,0,High-value engaged investors
C000531,63,North West,0.5037003500157466,0.15316898396831327,0,1,1,14677.89,0.2958990795833932,4343.17,2364.5,42.0,0,High-value engaged investors
C000532,49,North West,0.5922087166047999,0.5536436425988823,1,1,0,58329.33,0.08985520760510006,5241.19,4432.62,39.0,2,Pension builders approaching retirement
C000533,40,London,0.46510619263164965,0.3748511463685665,1,1,1,92911.96,0.35271466067834883,32771.41,7868.86,24.0,2,Pension builders approaching retirement
C000534,62,South East,0.3328774368986532,0.7758346591482771,1,0,0,82655.84,0.25194599417747593,20824.81,3281.34,17.0,4,Low-engagement or dormant investors
C000535,47,Scotland,0.7321079665841799,0.33495623039601774,0,0,0,83873.24,0.20146127012802753,16897.21,735.81,37.0,4,Low-engagement or dormant investors
C000536,48,South East,0.3820830326123321,0.4930447849044151,1,0,0,17927.95,0.04304442764338279,771.7,6019.4,22.0,4,Low-engagement or dormant investors
C000537,22,Scotland,0.5279673100829753,0.501269170268701,1,0,0,14681.51,0.04370974422756259,641.73,2864.22,30.0,4,Low-engagement or dormant investors
C000538,66,Wales,0.7382086537961396,0.6723227629685765,1,1,1,57177.67,0.5165587390146837,29535.63,6793.58,36.0,0,High-value engaged investors
C000539,64,South East,0.5553920536632289,0.6720657914967104,0,0,1,112586.47,0.47978750354705385,54017.58,1164.34,54.0,1,Cash-heavy cautious investors
C000540,68,North West,0.5874267088185413,0.47272829762930574,1,0,1,181825.31,0.5476266944551421,99572.39,10450.82,39.0,1,Cash-heavy cautious investors
C000541,70,Scotland,0.27905677858960654,0.7244658223677652,1,1,0,27069.22,0.18646069930627326,5047.35,3445.89,26.0,2,Pension builders approaching retirement
C000542,36,South East,0.6279010332307922,0.4264138618685915,1,0,0,41993.41,0.16617069508583973,6978.07,2065.34,49.0,3,Emerging monthly investors
C000543,67,North West,0.2037856188590399,0.6008148663448322,1,1,0,18099.66,0.13355302983075215,2417.26,9045.62,24.0,2,Pension builders approaching retirement
C000544,58,Yorkshire,0.6278714918031716,0.6577888192230448,1,1,0,57191.37,0.14561446097690614,8327.89,4820.68,24.0,2,Pension builders approaching retirement
C000545,75,East Midlands,0.5324492536630321,0.3353644046750021,1,1,1,73166.24,0.40535636789779084,29658.4,4410.69,32.0,2,Pension builders approaching retirement
C000546,33,North West,0.3777805878125271,0.31902830605250015,1,0,0,59042.23,0.48646855693200647,28722.19,2501.91,42.0,1,Cash-heavy cautious investors
C000547,40,South East,0.38989380194814754,0.734190471208542,1,0,0,45161.97,0.5325859687471625,24052.63,5060.6,41.0,1,Cash-heavy cautious investors
C000548,70,Wales,0.375518180610763,0.5541631843189494,1,0,0,18444.72,0.21805730339097396,4022.01,2889.76,21.0,4,Low-engagement or dormant investors
C000549,33,London,0.28956554839618903,0.38528465077285967,1,1,1,93748.19,0.33846605174705274,31730.58,1034.66,39.0,2,Pension builders approaching retirement
C000550,75,South East,0.5658940842990517,0.6654590826847361,1,1,1,181683.15,0.17101408674358226,31070.38,476.65,37.0,2,Pension builders approaching retirement
C000551,23,Scotland,0.32310352104348333,0.7340850143754444,1,0,0,41387.85,0.188220090053251,7790.03,2513.83,35.0,4,Low-engagement or dormant investors
C000552,45,East Midlands,0.4185103519420688,0.38732675766077207,0,0,0,16275.8,0.07556297893958125,1229.85,1887.35,33.0,4,Low-engagement or dormant investors
C000553,42,South East,0.7384909206348419,0.3130411866323838,1,0,1,190765.55,0.17459756121791759,33307.2,3204.28,38.0,3,Emerging monthly investors
C000554,23,North West,0.5720630626437627,0.6772120980693351,1,0,1,44078.55,0.3154905169506845,13906.37,6566.22,24.0,1,Cash-heavy cautious investors
C000555,27,East Midlands,0.5504869062319547,0.553405452367917,1,1,0,24317.37,0.206866526760838,5030.45,4718.46,29.0,2,Pension builders approaching retirement
C000556,35,Yorkshire,0.6975597591809705,0.747790675307149,0,0,0,7158.57,0.08232083696036971,589.3,5812.57,43.0,3,Emerging monthly investors
C000557,33,Scotland,0.6909617983750457,0.775143390604741,1,0,0,44670.35,0.08228804678662233,3675.84,10963.68,49.0,3,Emerging monthly investors
C000558,25,Scotland,0.6037116130497167,0.842841965882198,0,0,0,40292.25,0.2202014486118639,8872.41,816.49,33.0,4,Low-engagement or dormant investors
C000559,28,Yorkshire,0.49379167647877237,0.39230413802692427,1,0,1,54640.97,0.1123224839421798,6137.41,4723.17,22.0,4,Low-engagement or dormant investors
C000560,65,Scotland,0.5348566242239751,0.21198746996938622,0,1,0,71429.89,0.5298552574430077,37847.5,4363.19,47.0,0,High-value engaged investors
C000561,44,South East,0.20622453225499113,0.5986656159950591,1,0,1,56806.03,0.19048421482964187,10820.65,717.36,32.0,4,Low-engagement or dormant investors
C000562,45,Scotland,0.15538058829057957,0.8088923740993862,1,1,0,70565.65,0.5825193239687491,41105.86,5544.16,20.0,2,Pension builders approaching retirement
C000563,31,South East,0.5354513229335547,0.09616042475057864,1,0,0,36490.53,0.22917022592875533,8362.54,3544.5,29.0,4,Low-engagement or dormant investors
C000564,70,North West,0.23580852597288182,0.4313149933163564,1,1,1,123821.88,0.20690401274571685,25619.24,7737.67,20.0,2,Pension builders approaching retirement
C000565,31,North West,0.5269782122340765,0.7502153005886119,1,1,0,269490.31,0.08439608541329173,22743.93,7112.65,22.0,2,Pension builders approaching retirement
C000566,65,South East,0.6564053678663138,0.444210284997786,1,0,0,26341.2,0.25724766355756334,6776.21,1166.31,36.0,4,Low-engagement or dormant investors
C000567,67,Yorkshire,0.6568471007618999,0.27815093034149996,1,0,0,155590.46,0.31990747041023626,49774.55,9571.14,32.0,0,High-value engaged investors
C000568,51,London,0.6751520688075437,0.7414621182714677,1,0,0,90869.11,0.1460400217385314,13270.53,1074.84,26.0,4,Low-engagement or dormant investors
C000569,59,South East,0.3426419840132141,0.385275940725507,1,1,0,216928.14,0.3701065134879651,80286.52,3392.96,28.0,2,Pension builders approaching retirement
C000570,31,North West,0.443383892409644,0.48898948064549935,1,0,0,115352.74,0.15650473142211652,18053.25,2253.04,34.0,4,Low-engagement or dormant investors
C000571,67,North West,0.607402372814724,0.4218415045223489,1,1,1,138700.33,0.21468440038568368,29776.8,5732.54,38.0,0,High-value engaged investors
C000572,43,North West,0.8426893045674524,0.48307794802634857,0,1,1,48021.25,0.44591779560056366,21413.53,6017.53,39.0,0,High-value engaged investors
C000573,52,Wales,0.7343602427918543,0.19815894452332414,1,0,0,143901.29,0.23566937341980426,33913.13,4026.0,49.0,3,Emerging monthly investors
C000574,68,Wales,0.8733313402797114,0.2998124682384227,1,0,0,32411.73,0.5705264957579943,18491.75,6130.46,43.0,1,Cash-heavy cautious investors
C000575,73,London,0.4610645771554389,0.159365509363033,1,1,0,36492.73,0.26449904867052104,9652.29,3053.24,22.0,2,Pension builders approaching retirement
C000576,44,Wales,0.7579721205276956,0.32801611193002395,1,0,0,21227.92,0.4233815382224793,8987.51,4298.74,46.0,3,Emerging monthly investors
