customer_id,segment,offer_type,assigned_group,converted
C000477,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000477,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000478,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000479,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000479,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000479,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000480,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000480,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000480,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000481,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,1
C000481,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000481,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000482,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000483,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000483,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000484,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,1
C000484,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000485,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000485,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000486,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000486,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000486,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000487,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000488,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000488,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000489,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000489,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000490,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000490,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000491,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C000491,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C000491,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000492,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C000493,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000493,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000493,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,1
C000494,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000494,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000495,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000496,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000496,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000497,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000497,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000497,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000498,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000499,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000499,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,1
C000499,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000500,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000500,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C000500,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000501,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C000501,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C000501,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000502,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000502,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000503,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000503,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000503,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000504,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000504,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,1
C000505,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000505,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C000506,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,1
C000506,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C000507,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000508,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000508,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000508,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000509,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000510,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000510,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000510,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000511,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000511,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,1
C000512,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000513,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000513,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000513,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000514,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000514,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000515,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000516,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000516,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000517,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000517,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000517,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000518,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000518,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000519,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000519,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,1
C000520,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C000521,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C000522,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000522,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000522,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000523,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000523,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C000524,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000525,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000526,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000526,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000527,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000527,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000527,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C000528,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000529,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000529,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000530,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000530,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000530,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000531,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000531,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,1
C000531,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000532,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000533,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C000533,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C000534,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000535,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,1
C000535,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000536,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000536,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000536,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,1
C000537,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000537,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000538,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000539,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,1
C000539,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000539,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,1
C000540,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000541,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C000542,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000543,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C000543,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000543,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C000544,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C000545,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,1
C000546,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000546,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000546,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000547,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000547,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000547,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000548,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000549,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C000550,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C000550,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C000550,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C000551,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000551,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000551,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000552,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000552,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000553,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000553,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,1
C000554,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000554,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000554,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000555,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000555,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,0
C000556,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000556,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000557,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,1
C000558,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000558,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000559,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000560,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000560,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000560,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C000561,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000561,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000561,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000562,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000562,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C000563,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000563,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000563,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000564,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000564,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C000565,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C000566,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000567,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000567,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000568,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000568,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000569,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,1
C000569,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,1
C000570,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000570,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000571,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000571,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000571,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C000572,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,1
C000572,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000573,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000573,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000573,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000574,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000575,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C000575,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,0
C000576,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000576,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000577,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000578,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000578,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000579,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000579,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000580,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000581,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000581,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000582,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C000582,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000582,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,1
C000583,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000583,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000584,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000585,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000585,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000586,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,1
C000586,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000587,High-value engaged investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000587,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000588,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000588,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,1
C000589,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,control,0
C000589,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000589,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000590,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000590,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000590,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,treatment,1
C000591,High-value engaged investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000591,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000592,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C000593,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000594,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000594,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000595,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000595,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000595,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000596,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000597,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000598,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,1
C000598,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000599,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000599,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000600,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000600,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000601,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000601,Pension builders approaching retirement,MANAGED_SERVICE_EDUCATION,treatment,0
C000602,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000603,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000603,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000604,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000605,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000605,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000605,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000606,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,0
C000606,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,treatment,1
C000607,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000607,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,0
C000607,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000608,Pension builders approaching retirement,ISA_ALLOWANCE_REMINDER,control,1
C000608,Pension builders approaching retirement,CASH_TO_INVEST_EDUCATION,control,0
C000609,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000609,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C000609,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000610,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000610,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000610,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000611,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000612,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000612,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000612,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000613,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000613,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000613,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000614,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000615,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000615,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000616,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000616,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000617,High-value engaged investors,CASH_TO_INVEST_EDUCATION,control,1
C000617,High-value engaged investors,MANAGED_SERVICE_EDUCATION,control,0
C000617,High-value engaged investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000618,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,control,0
C000618,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000618,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000619,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000619,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000619,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000620,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,control,0
C000620,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000621,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000621,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000622,High-value engaged investors,ISA_ALLOWANCE_REMINDER,control,0
C000622,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000623,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000624,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000625,Low-engagement or dormant investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000625,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000625,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000626,High-value engaged investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000627,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000627,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000628,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000628,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000628,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,control,0
C000629,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000629,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000630,Low-engagement or dormant investors,ISA_ALLOWANCE_REMINDER,treatment,1
C000630,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000630,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,control,0
C000631,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000631,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000631,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,1
C000632,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000633,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000633,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,control,0
C000634,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000635,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,control,0
C000635,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000635,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000636,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000637,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,1
C000637,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000638,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,control,0
C000638,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000638,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000639,Low-engagement or dormant investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000639,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000640,Pension builders approaching retirement,SIPP_CONTRIBUTION_REMINDER,control,0
C000641,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000641,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,1
C000642,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000642,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000642,Emerging monthly investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000643,Emerging monthly investors,SIPP_CONTRIBUTION_REMINDER,treatment,0
C000643,Emerging monthly investors,ISA_ALLOWANCE_REMINDER,control,0
C000643,Emerging monthly investors,CASH_TO_INVEST_EDUCATION,control,0
C000644,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000644,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,1
C000644,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000645,Low-engagement or dormant investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000646,Cash-heavy cautious investors,SIPP_CONTRIBUTION_REMINDER,treatment,1
C000646,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,control,0
C000647,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
C000647,Cash-heavy cautious investors,ISA_ALLOWANCE_REMINDER,treatment,0
C000647,Cash-heavy cautious investors,CASH_TO_INVEST_EDUCATION,treatment,0
C000648,Cash-heavy cautious investors,MANAGED_SERVICE_EDUCATION,treatment,0
